color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,country,budget,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes,title_year,gross_inflation,,,,
Color,Bill Condon,224,128,386,203,Peter Capaldi,19000,3254172,Biography,Benedict Cumberbatch,The Fifth Estate,29282,36337,Jamie Blackley,USA,28000000,17000,6.2,2.35,11000,2013,3571267.878,,,,
Color,Nimród Antal,103,93,190,151,Mackenzie Gray,364,3419967,Music,James Hetfield,Metallica Through the Never,13359,1083,Lars Ulrich,USA,,253,7.2,2.35,19000,2013,3753218.419,,,,
Color,Maggie Carey,97,104,38,690,Alia Shawkat,801,3447339,Comedy,Donald Glover,The To Do List,29517,2667,Scott Porter,USA,1500000,727,5.8,1.78,0,2013,3783257.626,,,,
 Black and White,Pawel Pawlikowski,269,82,84,46,Agata Trzebuchowska,88,3826455,Drama,Joanna Kulig,Ida,34643,205,Agata Kulesza,Poland,,64,7.4,1.33,17000,2013,4199315.779,,,,
Color,Ayan Mukerji,25,160,0,417,Madhuri Dixit,964,3827466,Comedy,Ranbir Kapoor,Yeh Jawaani Hai Deewani,25122,2350,Aditya Roy Kapoor,India,,551,6.9,,0,2013,4200425.294,,,,
Color,Ritesh Batra,195,104,25,73,Nimrat Kaur,638,4231500,Drama,Nawazuddin Siddiqui,The Lunchbox,30479,822,Lillete Dubey,India,1000000,85,7.8,2.35,16000,2013,4643829.529,,,,
Color,Jonathan Teplitzky,186,116,6,212,Colin Firth,25000,4435083,Biography,Jeremy Irvine,The Railway Man,27882,39463,Sam Reid,Australia,18000000,14000,7.1,2.35,18000,2013,4867250.242,,,,
Color,Joon-ho Bong,488,126,584,398,Ewen Bremner,11000,4563029,Action,Chris Evans,Snowpiercer,181472,12286,Kang-ho Song,South Korea,39200000,557,7,1.85,58000,2013,5007663.668,,,,
Color,Morgan Neville,149,91,9,13,Lou Adler,130,4946250,Documentary,Sheryl Crow,20 Feet from Stardom,9540,198,Merry Clayton,USA,1000000,19,7.4,1.78,14000,2013,5428226.824,,,,
Color,J.C. Chandor,346,106,78,,,0,6262942,Action,Robert Redford,All Is Lost,59545,0,,USA,9000000,,6.9,2.35,18000,2013,6873221.079,,,,
Color,Kar-Wai Wong,273,122,0,7,Hye-kyo Song,643,6594136,Action,Tony Chiu Wai Leung,The Grandmaster,24557,943,Elvis Tsui,Hong Kong,38600000,290,6.5,2.35,13000,2013,7236687.575,,,,
Color,James Ponsoldt,220,95,53,478,Jennifer Jason Leigh,8000,6851969,Comedy,Shailene Woodley,The Spectacular Now,105591,10040,Dayo Okeniyi,USA,2500000,1000,7.1,2.35,10000,2013,7519644.564,,,,
Color,Kasi Lemmons,40,93,148,170,Mary J. Blige,549,7017178,Drama,Jennifer Hudson,Black Nativity,1633,1373,Vondie Curtis-Hall,USA,17500000,269,4.4,2.35,0,2013,7700952.004,,,,
Color,Eli Roth,285,100,0,389,Richard Burgi,640,7186670,Adventure,Daryl Sabara,The Green Inferno,21468,2082,Magda Apanowicz,USA,6000000,550,5.4,2.35,12000,2013,7886959.792,,,,
Color,Robert Rodriguez,260,107,0,99,Demián Bichir,2000,7268659,Action,Alexa PenaVega,Machete Kills,59248,2848,Marko Zaror,Russia,20000000,749,5.6,1.85,48000,2013,7976938.036,,,,
Color,Jason Bateman,126,89,0,322,Philip Baker Hall,628,7764027,Comedy,Beth Grant,Bad Words,38459,2061,Patricia Belcher,USA,10000000,497,6.7,2.35,0,2013,8520576.118,,,,
Color,Richard Linklater,405,109,0,48,Ariane Labed,140,8114507,Drama,Seamus Davey-Fitzpatrick,Before Midnight,95362,328,Athina Rachel Tsangari,USA,3000000,63,7.9,1.85,62000,2013,8905207.897,,,,
Color,Justin Chadwick,211,141,56,38,Fana Mokoena,113,8324748,Biography,Terry Pheto,Mandela: Long Walk to Freedom,21223,301,Tony Kgoroge,UK,35000000,98,7.1,2.35,13000,2013,9135935.385,,,,
Color,Will Finn,51,88,6,854,Oliver Platt,2000,8460990,Adventure,Lea Michele,Legends of Oz: Dorothy's Return,5116,6946,Jim Belushi,USA,70000000,1000,5.6,,5000,2013,9285453.197,,,,
Color,Elizabeth Banks,180,94,0,3000,Kate Winslet,20000,8828771,Comedy,Hugh Jackman,Movie 43,79146,41059,Seth MacFarlane,USA,6000000,14000,4.3,1.85,25000,2013,9689071.835,,,,
Color,Benson Lee,65,110,9,826,Caity Lotz,997,8888355,Drama,Chris Brown,Battle of the Year,7894,3177,Laz Alonso,USA,20000000,941,5,1.85,0,2013,9754461.872,,,,
Color,Tina Gordon Chism,43,95,24,426,S. Epatha Merkerson,931,9123834,Comedy,Tyler James Williams,Peeples,4065,3322,Diahann Carroll,USA,15000000,539,5.3,2.35,0,2013,10012886.62,,,,
Color,Courtney Solomon,146,90,31,179,Paul Freeman,210,10494494,Action,Rebecca Budig,Getaway,19586,676,Bruce Payne,USA,18000000,193,4.4,2.35,4000,2013,11517107.67,,,,
Color,Niels Arden Oplev,217,118,76,174,Isabelle Huppert,3000,10880926,Action,Dominic Cooper,Dead Man Down,54147,4253,James Biberi,USA,30000000,678,6.5,2.35,0,2013,11941194.72,,,,
Color,Scott Cooper,288,116,108,120,Sam Shepard,23000,11326836,Crime,Christian Bale,Out of the Furnace,83171,24134,Dendrie Taylor,USA,22000000,820,6.8,2.35,17000,2013,12430555.47,,,,
Color,Jee-woon Kim,376,107,419,165,James Burnett,971,12026670,Action,Zach Gilford,The Last Stand,114241,1643,Christiana Leucas,USA,45000000,236,6.4,2.35,24000,2013,13198583.31,,,,
Color,Ethan Coen,535,104,1000,272,Max Casella,3000,13214255,Drama,Justin Timberlake,Inside Llewyn Davis,96233,4082,Alex Karpovsky,USA,11000000,275,7.4,1.85,26000,2013,14501890.01,,,,
Color,Jason Reitman,217,111,655,405,Kate Winslet,24000,13362308,Drama,J.K. Simmons,Labor Day,31898,39307,Brooke Smith,USA,18000000,14000,6.9,2.35,0,2013,14664369.72,,,,
Color,Ed Gass-Donnelly,161,93,8,400,Spencer Treat Clark,45000,15152879,Drama,Muse Watson,The Last Exorcism Part II,13506,46868,Ashley Bell,France,5000000,541,4,2.35,0,2013,16629419.11,,,,
Color,Richard Curtis,274,123,628,171,Tom Hollander,565,15294553,Drama,Tom Hughes,About Time,202341,1595,Lindsay Duncan,UK,12000000,555,7.8,2.35,105000,2013,16784898.23,,,,
Color,Ryan Coogler,327,85,0,88,Melonie Diaz,282,16097842,Biography,Ahna O'Reilly,Fruitvale Station,53919,687,Ariana Neal,USA,900000,270,7.5,1.85,17000,2013,17666462.02,,,,
Color,John Carney,283,104,109,7,Karen Pittman,480,16168741,Drama,James Corden,Begin Again,99430,517,Mary Catherine Garrison,USA,8000000,12,7.4,1.85,43000,2013,17744269.62,,,,
Color,Ridley Scott,336,138,0,1000,Brad Pitt,13000,16969390,Crime,Michael Fassbender,The Counselor,80861,27797,Goran Visnjic,USA,25000000,11000,5.3,2.35,24000,2013,18622936.16,,,,
Color,Nicole Holofcener,231,93,132,216,Ben Falcone,434,17536788,Comedy,Christopher Nicholas Smith,Enough Said,49240,1183,Michaela Watkins,USA,8000000,265,7.1,1.85,12000,2013,19245623.05,,,,
Color,Taylor Hackford,224,118,138,458,Clifton Collins Jr.,26000,17609982,Action,Jason Statham,Parker,90046,28479,Wendell Pierce,USA,35000000,968,6.2,2.35,17000,2013,19325949.29,,,,
 Black and White,Alexander Payne,433,115,729,622,Bruce Dern,1000,17613460,Adventure,Devin Ratray,Nebraska,91082,3798,Will Forte,USA,12000000,844,7.8,2.35,28000,2013,19329766.19,,,,
Color,Paul Weitz,150,107,80,252,Sarita Choudhury,2000,18004225,Comedy,Tina Fey,Admission,28573,3004,Christopher Evan Welch,USA,13000000,257,5.7,2.35,5000,2013,19758608.46,,,,
Color,Brad Furman,184,88,65,681,John Heard,3000,19316646,Crime,Justin Timberlake,Runner Runner,52069,5706,David Costabile,USA,30000000,697,5.6,2.35,0,2013,21198915.54,,,,
Color,Richard LaGravenese,231,124,98,592,Zoey Deutch,1000,19445217,Drama,Alden Ehrenreich,Beautiful Creatures,67796,3580,Pruitt Taylor Vince,USA,60000000,852,6.2,2.35,14000,2013,21340014.86,,,,
Color,Allen Hughes,298,109,90,344,James Ransone,1000,19692608,Crime,Alona Tal,Broken City,63548,2073,Michael Beach,USA,35000000,412,6.2,2.35,0,2013,21611512.35,,,,
Color,Gary Fleder,203,100,39,798,James Franco,26000,19783777,Action,Jason Statham,Homefront,82804,39989,Frank Grillo,USA,22000000,11000,6.5,2.35,15000,2013,21711565.12,,,,
Color,Brian Percival,252,131,33,326,Sophie Nélisse,876,21483154,Drama,Emily Watson,The Book Thief,98741,1985,Roger Allam,USA,19000000,526,7.6,2.35,53000,2013,23576534.31,,,,
Color,Nat Faxon,276,103,214,424,Liam James,7000,21501098,Comedy,Steve Carell,The Way Way Back,115813,8375,Jim Rash,USA,5000000,468,7.4,1.85,22000,2013,23596226.82,,,,
Color,David E. Talbert,52,96,68,1000,Christina Milian,3000,21564616,Comedy,Djimon Hounsou,Baggage Claim,7098,8097,Boris Kodjoe,USA,8500000,1000,5,1.85,0,2013,23665934.2,,,,
Color,Justin Zackham,133,89,16,2000,Robert De Niro,49000,21784432,Comedy,Robin Williams,The Big Wedding,37493,74181,Topher Grace,USA,35000000,22000,5.6,2.35,0,2013,23907169.7,,,,
Color,Don Scardino,260,100,35,7000,Olivia Wilde,12000,22525921,Comedy,Steve Buscemi,The Incredible Burt Wonderstone,60596,32094,Steve Carell,USA,30000000,10000,5.9,2.35,13000,2013,24720911.52,,,,
Color,Joseph Gordon-Levitt,364,90,23000,694,Scarlett Johansson,23000,24475193,Comedy,Joseph Gordon-Levitt,Don Jon,190494,44265,Tony Danza,USA,3000000,19000,6.6,2.35,33000,2013,26860126.19,,,,
Color,Mikael Håfström,286,115,101,585,50 Cent,13000,25121291,Action,Sylvester Stallone,Escape Plan,177653,15708,Matt Gerald,USA,50000000,1000,6.7,2.35,34000,2013,27569181.84,,,,
Color,Spike Jonze,574,126,0,105,Brian Johnson,19000,25556065,Drama,Scarlett Johansson,Her,355126,19359,Matt Letscher,USA,23000000,128,8,1.85,148000,2013,28046321.47,,,,
Color,Jon Lucas,168,93,24,499,Josie Loren,552,25675765,Comedy,Justin Chon,21 & Over,60407,2730,Sarah Wright,USA,13000000,528,5.9,2.35,11000,2013,28177685.38,,,,
Color,Edgar Wright,427,109,1000,24,Thomas Law,177,26003149,Action,Michael Smiley,The World's End,185587,278,Jasper Levine,UK,20000000,55,7,2.35,49000,2013,28536970.62,,,,
Color,Andrew Niccol,298,125,487,201,Chandler Canterbury,430,26616999,Action,J.D. Evermore,The Host,92461,1300,Rachel Roberts,USA,40000000,329,5.9,2.35,43000,2013,29210635.93,,,,
Color,Ron Howard,393,123,2000,471,Olivia Wilde,26000,26903709,Action,Chris Hemsworth,Rush,312629,37206,Alexandra Maria Lara,UK,38000000,10000,8.1,2.35,83000,2013,29525283.77,,,,
Color,Jean-Marc Vallée,471,117,212,896,Jennifer Garner,11000,27296514,Biography,Matthew McConaughey,Dallas Buyers Club,326494,17738,Denis O'Hare,USA,5000000,3000,8,2.35,65000,2013,29956364.82,,,,
Color,Mike Flanagan,336,104,59,202,Rory Cochrane,972,27689474,Horror,James Lafferty,Oculus,85688,2071,Garrett Ryan,USA,5000000,407,6.5,2.35,23000,2013,30387615.97,,,,
Color,Jeff Wadlow,350,103,65,405,Donald Faison,17000,28751715,Action,Chloë Grace Moretz,Kick-Ass 2,202967,19168,Augustus Prew,USA,28000000,927,6.6,2.35,36000,2013,31553364.79,,,,
Color,Morgan Spurlock,83,106,293,547,Zayn Malik,773,28873374,Documentary,Harry Styles,One Direction: This Is Us,22161,2787,Niall Horan,USA,10000000,734,4.1,1.85,0,2013,31686878.59,,,,
Color,Peter Segal,211,113,88,785,Sylvester Stallone,22000,29802761,Comedy,Robert De Niro,Grudge Match,46480,36009,Oscar Gale,USA,40000000,13000,6.4,1.85,12000,2013,32706827.74,,,,
Color,Ken Scott,168,105,31,110,Bobby Moynihan,390,30659817,Comedy,Jack Reynor,Delivery Man,59805,1006,Matthew Daddario,USA,26000000,311,6.4,2.35,0,2013,33647397.74,,,,
Color,Harald Zwart,212,130,91,1000,Kevin Zegers,5000,31165421,Fantasy,Aidan Turner,The Mortal Instruments: City of Bones,107028,10247,CCH Pounder,USA,60000000,2000,6,2.35,44000,2013,34202269.25,,,,
Color,Malcolm D. Lee,153,88,92,636,Snoop Dogg,31000,32014289,Comedy,Marisa Saks,Scary Movie 5,50337,34319,Molly Shannon,USA,20000000,881,3.5,1.85,13000,2013,35133853.38,,,,
Color,Steven Soderbergh,450,106,0,273,David Costabile,17000,32154410,Crime,Channing Tatum,Side Effects,148327,18469,Katie Lowes,USA,30000000,681,7.1,1.85,29000,2013,35287628.18,,,,
Color,Steven Soderbergh,450,106,0,273,David Costabile,17000,32154410,Crime,Channing Tatum,Side Effects,148334,18469,Katie Lowes,USA,30000000,681,7.1,1.85,29000,2013,35287628.18,,,,
Color,Leslie Small,26,75,15,36,La'Princess Jackson,1000,32230907,Comedy,David Jason Perez,Kevin Hart: Let Me Explain,6062,1385,Dana Hanna,USA,2500000,309,6.7,1.85,0,2013,35371579.27,,,,
Color,Woody Allen,415,98,11000,218,Charlie Tahan,594,33404871,Drama,Sally Hawkins,Blue Jasmine,150082,1353,Andrew Dice Clay,USA,18000000,268,7.3,2.35,36000,2013,36659937.69,,,,
Color,Robert Schwentke,208,96,124,1000,Jeff Bridges,16000,33592415,Action,Ryan Reynolds,R.I.P.D.,91640,31549,Stephanie Szostak,USA,130000000,12000,5.6,2.35,20000,2013,36865756.52,,,,
Color,John Luessenhop,282,92,34,322,Keram Malicki-Sánchez,383,34334256,Horror,Gunnar Hansen,Texas Chainsaw 3D,35131,1945,Shaun Sipos,USA,11000000,333,4.8,2.35,16000,2013,37679884.64,,,,
Color,Kimberly Peirce,359,100,108,534,Judy Greer,17000,35266619,Drama,Chloë Grace Moretz,Carrie,108242,20051,Portia Doubleday,USA,30000000,2000,5.9,2.35,39000,2013,38703099.77,,,,
Color,Kimberly Peirce,359,100,108,534,Judy Greer,17000,35266619,Drama,Chloë Grace Moretz,Carrie,108248,20051,Portia Doubleday,USA,30000000,2000,5.9,2.35,39000,2013,38703099.77,,,,
Color,Barry Cook,113,87,43,210,Tiya Sircar,882,36073232,Adventure,Charlie Rowe,Walking with Dinosaurs 3D,8913,1971,Madison Rothschild,USA,80000000,396,5.2,2.35,0,2013,39588311.46,,,,
Color,Stephen Frears,354,98,350,322,Mare Winningham,1000,37707719,Biography,Steve Coogan,Philomena,76094,2376,Peter Hermann,UK,12000000,482,7.6,1.85,37000,2013,41382067.58,,,,
Color,John Wells,322,121,53,8000,Meryl Streep,19000,37738400,Drama,Benedict Cumberbatch,August: Osage County,67797,39690,Julia Roberts,USA,25000000,11000,7.3,2.35,30000,2013,41415738.22,,,,
Color,Carl Rinsch,218,128,47,982,Cary-Hiroyuki Tagawa,18000,38297305,Action,Keanu Reeves,47 Ronin,116994,20965,Jin Akanishi,USA,175000000,1000,6.3,2.35,35000,2013,42029104.53,,,,
Color,Michael Tiddes,129,86,89,555,Alanna Ubach,713,40041683,Comedy,Essence Atkins,A Haunted House,34620,3421,J.B. Smoove,USA,2500000,584,5.1,1.85,0,2013,43943459.74,,,,
Color,David Twohy,302,127,123,904,Nolan Gerard Funk,14000,41997790,Action,Vin Diesel,Riddick,125305,17551,Bokeem Woodbine,USA,38000000,924,6.4,2.35,39000,2013,46090175.43,,,,
Color,Ric Roman Waugh,238,112,29,874,Harold Perrineau,12000,42919096,Action,Dwayne Johnson,Snitch,64747,15800,Nadine Velazquez,USA,15000000,1000,6.5,2.35,12000,2013,47101256.14,,,,
Color,Ric Roman Waugh,238,112,29,874,Harold Perrineau,12000,42919096,Action,Dwayne Johnson,Snitch,64748,15800,Nadine Velazquez,USA,15000000,1000,6.5,2.35,12000,2013,47101256.14,,,,
Color,Eugenio Derbez,41,115,399,83,Jessica Lindsey,399,44456509,Comedy,Eugenio Derbez,Instructions Not Included,22105,688,Hugo Stiglitz,Mexico,5000000,89,7.6,1.85,14000,2013,48788479.08,,,,
Color,Shawn Levy,246,125,189,839,Jessica Szohr,1000,44665963,Comedy,Josh Gad,The Internship,159931,5081,Rob Riggle,USA,58000000,847,6.3,2.35,22000,2013,49018342.88,,,,
Color,Ruben Fleischer,415,113,181,300,Brandon Molale,33000,45996718,Action,Ryan Gosling,Gangster Squad,173530,34738,Wade Williams,USA,60000000,301,6.7,2.35,40000,2013,50478770.48,,,,
Color,Michael Bay,335,129,0,385,Larry Hankin,12000,49874933,Comedy,Dwayne Johnson,Pain & Gain,161168,13573,Michael Rispoli,USA,26000000,412,6.5,2.35,43000,2013,54734889.9,,,,
Color,Brad Anderson,285,94,122,383,Tara Platt,873,51872378,Crime,Michael Imperioli,The Call,88241,2812,Roma Maffia,USA,13000000,461,6.7,1.85,23000,2013,56926971.68,,,,
Color,Tyler Perry,24,100,0,400,Tika Sumpter,975,52528330,Comedy,Alicia Witt,A Madea Christmas,4265,3202,Larry the Cable Guy,USA,25000000,521,4.7,1.85,0,2013,57646841.53,,,,
Color,Dean Parisot,234,116,23,110,Anthony Hopkins,13000,53215979,Action,Bruce Willis,RED 2,125036,25220,Garrick Hagon,USA,84000000,12000,6.7,2.35,22000,2013,58401497.03,,,,
Color,Fede Alvarez,543,96,201,58,Elizabeth Blackmore,394,54239856,Horror,Lou Taylor Pucci,Evil Dead,125016,673,Ellen Sandweiss,USA,17000000,150,6.5,2.35,70000,2013,59525143.55,,,,
Color,Tommy Wirkola,349,98,75,467,Derek Mears,10000,55682070,Action,Jeremy Renner,Hansel & Gretel: Witch Hunters,159868,11946,Ingrid Bolsø Berdal,Germany,50000000,520,6.1,2.35,45000,2013,61107891.03,,,,
Color,Jimmy Hayward,118,91,39,562,Carlos Ponce,1000,55747724,Adventure,Amy Poehler,Free Birds,18042,3104,Dan Fogler,USA,55000000,591,5.9,1.85,0,2013,61179942.54,,,,
Color,Steve McQueen,597,134,0,500,Scoot McNairy,2000,56667870,Biography,Quvenzhané Wallis,12 Years a Slave,439176,4251,Taran Killam,USA,20000000,660,8.1,2.35,83000,2013,62189750.21,,,,
Color,Cal Brunker,83,89,7,91,Paul Scheer,3000,57011847,Adventure,Brendan Fraser,Escape from Planet Earth,20615,3361,Jonathan Morgan Heit,USA,40000000,190,5.9,2.35,0,2013,62567245.32,,,,
Color,Ben Stiller,362,114,0,423,Adrian Martinez,3000,58229120,Adventure,Adam Scott,The Secret Life of Walter Mitty,236421,5095,Joey Slotnick,USA,90000000,806,7.3,2.35,70000,2013,63903132.9,,,,
Color,M. Night Shyamalan,349,100,0,894,Zoë Kravitz,10000,60522097,Action,Will Smith,After Earth,158720,14168,Glenn Morshower,USA,130000000,943,4.9,2.35,37000,2013,66419544.18,,,,
Color,Denis Villeneuve,454,153,777,1000,Jake Gyllenhaal,20000,60962878,Crime,Hugh Jackman,Prisoners,383591,37321,Dylan Minnette,USA,46000000,15000,8.1,1.85,86000,2013,66903276.14,,,,
Color,Gavin Hood,326,114,151,430,Moises Arias,11000,61656849,Action,Harrison Ford,Ender's Game,184561,12908,Aramis Knight,USA,110000000,635,6.7,2.35,123000,2013,67664869.67,,,,
Color,Jon Turteltaub,222,105,226,966,Morgan Freeman,22000,63910583,Comedy,Robert De Niro,Last Vegas,106755,35694,Romany Malco,USA,28000000,11000,6.6,2.35,27000,2013,70138214,,,,
Color,James DeMonaco,361,85,65,535,Adelaide Kane,942,64423650,Horror,Rhys Wakefield,The Purge,139329,3708,Chris Mulkey,USA,3000000,810,5.7,2.35,31000,2013,70701275.72,,,,
Color,Bryan Singer,338,114,0,140,Ewen Bremner,979,65171860,Adventure,Eddie Marsan,Jack the Giant Slayer,106416,1766,Ralph Brown,USA,195000000,557,6.3,2.35,22000,2013,71522393.45,,,,
Color,Jonathan Levine,452,98,129,7,Vincent Leclerc,303,66359959,Comedy,Cory Hardrict,Warm Bodies,184641,337,Daniel Rindress-Kay,USA,35000000,18,6.9,2.35,81000,2013,72826264.24,,,,
Color,John Moore,412,101,212,476,Cole Hauser,13000,67344392,Action,Bruce Willis,A Good Day to Die Hard,165618,15481,Megalyn Echikunwoke,USA,92000000,787,5.3,1.85,66000,2013,73906623.22,,,,
Color,Thor Freudenthal,183,106,87,918,Leven Rambin,8000,68558662,Adventure,Logan Lerman,Percy Jackson: Sea of Monsters,86627,10882,Brandon T. Jackson,USA,90000000,956,5.9,2.35,28000,2013,75239215.18,,,,
Color,Malcolm D. Lee,56,123,92,849,Sanaa Lathan,1000,70492685,Comedy,Harold Perrineau,The Best Man Holiday,11600,5306,Eddie Cibrian,USA,17000000,886,6.7,2.35,7000,2013,77361694.94,,,,
Color,Raja Gosnell,125,105,67,40,Nancy O'Dell,681,71017784,Adventure,Jacob Tremblay,The Smurfs 2,27257,914,Vanessa Matsui,USA,105000000,71,5.4,1.85,0,2013,77937961.1,,,,
Color,Lasse Hallström,184,115,529,325,Noah Lomax,576,71346930,Drama,David Lyons,Safe Haven,78008,1554,Mimi Kirkland,USA,28000000,447,6.7,2.35,23000,2013,78299180.03,,,,
Color,Andrés Muschietti,393,100,127,250,Megan Charpentier,1000,71588220,Fantasy,Javier Botet,Mama,134869,1949,Isabelle Nélisse,Canada,20000000,340,6.2,1.85,57000,2013,78563982.02,,,,
Color,Roland Emmerich,339,131,776,256,Jake Weber,17000,73103784,Action,Channing Tatum,White House Down,164238,18204,Matt Craven,USA,150000000,551,6.4,2.35,33000,2013,80227226.94,,,,
Color,Baltasar Kormákur,265,109,175,459,Patrick Fischler,18000,75573300,Action,Denzel Washington,2 Guns,156898,20148,Fred Ward,USA,61000000,497,6.7,2.35,22000,2013,82937379.68,,,,
Color,David Soren,166,96,13,463,Snoop Dogg,16000,83024900,Adventure,Ryan Reynolds,Turbo,62424,17416,Ben Schwartz,USA,135000000,881,6.5,2.35,13000,2013,91115085.01,,,,
Color,John Lee Hancock,405,125,102,825,Ruth Wilson,15000,83299761,Biography,Tom Hanks,Saving Mr. Banks,117719,19809,B.J. Novak,USA,35000000,2000,7.5,2.35,39000,2013,91416729.26,,,,
Color,James Wan,318,106,0,482,Barbara Hershey,852,83574831,Fantasy,Lin Shaye,Insidious: Chapter 2,109214,2975,Leigh Whannell,USA,5000000,618,6.6,2.35,35000,2013,91718602.87,,,,
Color,Joseph Kosinski,539,124,364,1000,Tom Cruise,11000,89021735,Action,Morgan Freeman,Oblivion,387436,22004,Zoë Bell,USA,120000000,10000,7,2.35,71000,2013,97696268.86,,,,
Color,Gore Verbinski,450,150,563,1000,Ruth Wilson,40000,89289910,Action,Johnny Depp,The Lone Ranger,181792,45757,Tom Wilkinson,USA,215000000,2000,6.5,2.35,48000,2013,97990575.6,,,,
Color,Neill Blomkamp,476,109,662,1000,Sharlto Copley,13000,93050117,Action,Matt Damon,Elysium,338087,17689,Alice Braga,USA,115000000,2000,6.6,2.35,61000,2013,102117188,,,,
Color,Brian Helgeland,216,128,241,898,Christopher Meloni,11000,95001343,Biography,Harrison Ford,42,66511,16911,Nicole Beharie,USA,40000000,3000,7.5,2.35,28000,2013,104258547.1,,,,
Color,Antoine Fuqua,358,119,845,992,Morgan Freeman,18000,98895417,Action,Gerard Butler,Olympus Has Fallen,203154,31782,Radha Mitchell,USA,70000000,11000,6.5,2.35,45000,2013,108532070.8,,,,
Color,Evan Goldberg,418,107,133,9000,James Franco,17000,101470202,Comedy,Channing Tatum,This Is the End,310540,38751,Emma Watson,USA,32000000,11000,6.7,2.35,97000,2013,111357750.3,,,,
Color,Guillermo del Toro,575,131,0,919,Clifton Collins Jr.,16000,101785482,Action,Charlie Hunnam,Pacific Rim,381148,19166,Larry Joe Campbell,USA,190000000,968,7,1.85,83000,2013,111703752.1,,,,
Color,Jeff Tremaine,157,102,79,27,Georgina Cates,925,101978840,Comedy,Jackson Nicoll,Bad Grandpa,77724,1018,Grasie Mercedes,USA,15000000,38,6.6,1.85,26000,2013,111915951.4,,,,
Color,Paul Greengrass,491,134,521,186,Chris Mulkey,15000,107100855,Biography,Tom Hanks,Captain Phillips,323353,16281,Michael Chernus,USA,55000000,535,7.9,2.35,65000,2013,117537070.3,,,,
Color,Chris Wedge,203,102,77,120,Emma Kenney,14000,107515297,Adventure,Josh Hutcherson,Epic,85833,14552,Troy Evans,USA,100000000,151,6.7,2.35,17000,2013,117991896.7,,,,
Color,Lee Daniels,304,132,304,898,David Oyelowo,15000,116631310,Biography,Alex Pettyfer,Lee Daniels' The Butler,87665,20035,Vanessa Redgrave,USA,30000000,1000,7.2,1.85,41000,2013,127996200.2,,,,
Color,Martin Scorsese,606,240,17000,4000,Matthew McConaughey,29000,116866727,Biography,Leonardo DiCaprio,The Wolf of Wall Street,780588,46057,Jon Favreau,USA,100000000,11000,8.2,2.35,138000,2013,128254557,,,,
Color,Louis Leterrier,384,125,255,963,Common,11000,117698894,Crime,Morgan Freeman,Now You See Me,447979,13312,Michael Kelly,USA,75000000,988,7.3,2.35,105000,2013,129167812.7,,,,
Color,Cody Cameron,169,95,18,18,Khamani Griffin,622,119793567,Animation,Will Forte,Cloudy with a Chance of Meatballs 2,64387,848,Melissa Sturm,USA,78000000,161,6.5,2.35,15000,2013,131466596.7,,,,
Color,Jon M. Chu,351,122,209,934,Dwayne Johnson,17000,122512052,Action,Channing Tatum,G.I. Joe: Retaliation,146352,31958,Elodie Yung,USA,130000000,12000,5.8,2.35,42000,2013,134449978.7,,,,
Color,Peter Berg,319,121,532,127,Scott Elrod,480,125069696,Action,Jerry Ferrara,Lone Survivor,203963,1261,Dan Bilzerian,USA,40000000,449,7.6,2.35,58000,2013,137256846.8,,,,
Color,James Mangold,440,138,446,929,Tao Okamoto,20000,132550960,Action,Hugh Jackman,The Wolverine,328067,23755,Rila Fukushima,USA,120000000,992,6.7,2.35,68000,2013,145467106.7,,,,
Color,Dennis Dugan,139,101,221,11000,Adam Sandler,12000,133668525,Comedy,Steve Buscemi,Grown Ups 2,107817,39269,Jon Lovitz,USA,80000000,11000,5.4,1.85,14000,2013,146693570.5,,,,
Color,Seth Gordon,275,120,91,680,Eric Stonestreet,4000,134455175,Comedy,Jon Favreau,Identity Thief,97664,5826,T.I.,USA,35000000,904,5.7,2.35,17000,2013,147556873.9,,,,
Color,James Wan,511,112,0,697,Lili Taylor,6000,137387272,Horror,Mackenzie Foy,The Conjuring,300110,9049,Hayley McFarland,USA,20000000,960,7.5,2.35,131000,2013,150774682.9,,,,
Color,Baz Luhrmann,490,143,1000,77,Elizabeth Debicki,29000,144812796,Drama,Leonardo DiCaprio,The Great Gatsby,362912,29770,Steve Bisley,Australia,105000000,509,7.3,2.35,115000,2013,158923771.3,,,,
Color,Baz Luhrmann,490,143,1000,76,Elizabeth Debicki,29000,144812796,Drama,Leonardo DiCaprio,The Great Gatsby,362933,29769,Steve Bisley,Australia,105000000,509,7.3,2.35,115000,2013,158923771.3,,,,
Color,David O. Russell,538,138,737,14000,Christian Bale,34000,150117807,Crime,Jennifer Lawrence,American Hustle,358416,83012,Bradley Cooper,USA,40000000,23000,7.3,2.35,63000,2013,164745717.8,,,,
Color,Rawson Marshall Thurber,289,118,43,651,Molly C. Quinn,740,150368971,Comedy,Laura-Leigh,We're the Millers,316671,3425,Thomas Lennon,USA,37000000,707,7,2.35,35000,2013,165021356,,,,
